DonorKey,Donor Name,Country,Region,Age Band,Acquisition Date,Acquisition ChannelKey,Donor Type,Consent Status
6464,Kim Birch,DK,Sjælland,45-59,2022-10-21,5,Corporate,Full
6465,Dr Stanley Preston,FI,Pohjois-Pohjanmaa,75+,2022-12-30,1,Individual,Email only
6466,Eileen Davey,FI,Varsinais-Suomi,45-59,2022-11-28,5,Individual,Email only
6467,Mr Gareth Mason,,Västra Götaland,18-29,2022-12-16,2,Individual,Post only
6468,Marie Kemp,SE,Stockholm,30-44,2024-10-07,2,Individual,Full
6469,Mr Dennis Davies,FI,Uusimaa,18-29,2022-11-16,1,Individual,Full
6470,Dr Lawrence Taylor,SE,Uppsala,75+,2022-11-29,4,Individual,Post only
6471,Mr Keith McDonald,SE,Stockholm,60-74,2024-12-27,1,Individual,Full
6472,Wendy Jones-Williamson,DK,Syddanmark,30-44,2022-06-21,1,Individual,Email only
6473,Mark Brown,SE,Skåne,30-44,2023-12-03,1,Individual,Full
6474,Dr Jay Bentley,NO,Vestland,45-59,2023-04-03,2,Individual,Full
6475,Hollie Wright,SE,Uppsala,18-29,2023-12-06,2,Individual,Email only
6476,Gavin Page,FI,Varsinais-Suomi,18-29,2022-12-11,2,Individual,Full
6477,Christine Walker,SE,Uppsala,30-44,2023-12-17,2,Individual,Full
6478,Mary Morris,SE,Västra Götaland,30-44,2023-11-12,1,Individual,Email only
6479,Kieran Finch,SE,Västra Götaland,45-59,2022-02-27,6,Trust,Full
6480,Miss Helen Hutchinson,FI,Varsinais-Suomi,45-59,2024-04-01,2,Individual,Full
6481,Kieran Holmes-Francis,FI,Pirkanmaa,18-29,2022-12-30,3,Individual,Full
6482,Naomi Scott,DK,Syddanmark,18-29,2022-10-27,5,Individual,Email only
6483,Tracy Parker,DK,Syddanmark,75+,2025-01-29,3,Individual,Email only
6484,Allan Richards-O'Brien,SE,Västra Götaland,18-29,2023-10-11,1,Individual,Full
6485,Dr Gary Bond,FI,Varsinais-Suomi,18-29,2025-03-01,6,Individual,Full
6486,Rita Taylor,NO,Rogaland,45-59,2022-10-14,4,Individual,Full
6487,Dr Emily Griffiths,NO,Trøndelag,30-44,2024-12-24,2,Individual,Full
6488,Gail Morris-Clarke,FI,Pohjois-Pohjanmaa,60-74,2022-12-20,1,Individual,Full
6489,Miss Ann Bray,FI,Pohjois-Pohjanmaa,18-29,2024-11-06,3,Individual,Email only
6490,Jonathan Gardiner,FI,Varsinais-Suomi,60-74,2022-08-06,2,Individual,Post only
6491,Dr Vincent Burton,FI,Pohjois-Pohjanmaa,30-44,2025-12-08,1,Individual,Full
6492,John Pearce,DK,Syddanmark,18-29,2023-12-08,1,Individual,Full
6493,Janet Thompson-Berry,FI,Pirkanmaa,75+,2022-06-08,4,Individual,Full
6494,Paige Hilton,DK,Syddanmark,45-59,2023-05-03,1,Individual,Email only
6495,Dr Albert Walker,FI,Varsinais-Suomi,75+,2025-02-08,2,Individual,Email only
6496,Samantha James,NO,Trøndelag,45-59,2022-12-04,4,Individual,Post only
6497,Gerard Davies-Anderson,FI,Varsinais-Suomi,60-74,2022-09-23,2,Individual,Full
6498,Mrs Alexandra Martin,FI,Varsinais-Suomi,30-44,2025-10-03,2,Individual,Full
6499,Dr Maurice Page,FI,Pirkanmaa,18-29,2024-04-21,2,Individual,Full
6500,Gordon Gould,FI,Varsinais-Suomi,30-44,2022-06-22,2,Individual,Email only
6501,Dr Ross Powell,FI,Uusimaa,18-29,2022-05-31,1,Individual,Email only
6502,Jason Clark,DK,Hovedstaden,75+,2023-12-09,2,Individual,Full
6503,Emma Lord,FI,Uusimaa,45-59,2024-12-24,3,Individual,Email only
6504,Mr Ashley Anderson,FI,Pohjois-Pohjanmaa,45-59,2025-03-17,2,Individual,Email only
6505,Francis Campbell-Hardy,FI,Varsinais-Suomi,45-59,2024-12-24,1,Individual,Full
6506,Mrs Rosemary North,FI,Varsinais-Suomi,60-74,2022-09-06,1,Individual,Post only
6507,Ms Kim Singh,FI,Uusimaa,75+,2022-10-10,1,Individual,Full
6508,Barbara Wood,FI,Varsinais-Suomi,60-74,2024-08-20,2,Individual,Full
6509,Owen Hanson,FI,Pohjois-Pohjanmaa,45-59,2025-02-05,5,Individual,Full
6510,Charlotte Sheppard-Smith,SE,Stockholm,60-74,2023-07-12,1,Individual,Full
6511,Miss Vanessa Foster,FI,Pirkanmaa,60-74,2025-12-21,4,Individual,Full
6512,Diana Spencer,FI,Varsinais-Suomi,45-59,2022-12-24,6,Individual,Full
6513,Dr Yvonne Smith,SE,Skåne,30-44,2022-10-15,1,Individual,Full
6514,Ms Helen King,SE,Uppsala,45-59,2024-06-07,5,Individual,Full
6515,Phillip Howells,FI,Uusimaa,45-59,2022-04-21,2,Trust,Full
6516,Ruth Mistry,NO,Rogaland,30-44,2024-05-18,1,Individual,Post only
6517,Dr Caroline Perry,FI,Pirkanmaa,18-29,2023-03-11,3,Individual,Full
6518,Amanda Brown,FI,Pohjois-Pohjanmaa,60-74,2024-10-05,1,Individual,Email only
6519,Roy Watts,,Uusimaa,18-29,2023-10-28,6,Individual,Full
6520,Cheryl Riley,NO,Oslo,75+,2024-11-18,3,Individual,Email only
6521,Ms Donna Cooper,SE,Västra Götaland,60-74,2025-12-09,1,Individual,Full
6522,Martyn Freeman-Brooks,SE,Uppsala,60-74,2025-08-01,3,Individual,Post only
6523,Jamie Patel-Jones,FI,Varsinais-Suomi,18-29,2024-02-07,5,Individual,Full
6524,Helen Wright,NO,Trøndelag,75+,2022-07-21,1,Individual,Full
6525,Francis Morris,FI,Pohjois-Pohjanmaa,45-59,2024-04-02,3,Individual,Full
6526,Mr Howard Hall,SE,Skåne,60-74,2023-09-19,3,Individual,Full
6527,Josephine Benson-Gray,FI,Uusimaa,30-44,2025-08-28,2,Individual,Full
6528,Dr Rachel Curtis,SE,Västra Götaland,60-74,2023-07-03,1,Individual,Email only
6529,Catherine Brookes-Read,FI,Uusimaa,60-74,2024-02-10,1,Individual,Full
6530,Marian Gill,FI,Uusimaa,18-29,2024-05-10,1,Individual,Full
6531,Caroline Kirby-Bennett,SE,Stockholm,45-59,2022-08-05,3,Individual,Post only
6532,Lawrence Evans,FI,Pirkanmaa,18-29,2025-01-27,6,Individual,Email only
6533,Philip Johnston,DK,Sjælland,18-29,2022-07-25,1,Individual,Full
6534,Heather Hopkins,FI,Uusimaa,45-59,2022-10-10,1,Trust,Full
6535,Jacqueline Burgess-Moore,SE,Västra Götaland,30-44,2022-08-25,5,Individual,Email only
6536,June Barlow,FI,Pohjois-Pohjanmaa,45-59,2022-12-21,2,Trust,Full
6537,Deborah Dixon,SE,Stockholm,45-59,2024-06-03,1,Individual,Post only
6538,Andrew Davies,NO,Rogaland,30-44,2024-05-03,2,Individual,Full
6539,Wayne Jones,FI,Pirkanmaa,30-44,2024-03-16,1,Individual,Full
6540,Mr Darren Harding,FI,Pohjois-Pohjanmaa,45-59,2025-07-23,1,Individual,Full
6541,Kirsty Baker-Fraser,SE,Skåne,18-29,2022-03-14,2,Individual,Full
6542,Dr Catherine Turner,NO,Trøndelag,45-59,2024-04-29,1,Individual,Email only
6543,Chelsea Roberts-Johnson,FI,Pohjois-Pohjanmaa,30-44,2025-10-03,2,Individual,Email only
6544,Dr Norman Bailey,DK,Syddanmark,60-74,2023-12-24,3,Individual,Email only
6545,Miss Annette Evans,SE,Skåne,18-29,2025-11-16,1,Individual,Post only
6546,Charles Smith-O'Sullivan,FI,Pohjois-Pohjanmaa,30-44,2025-06-20,4,Individual,Full
6547,Henry Singh,NO,Oslo,60-74,2023-09-19,2,Individual,Post only
6548,Heather Dodd-Robinson,DK,Syddanmark,60-74,2022-08-17,4,Individual,Full
6549,Dr Emma James,SE,Uppsala,60-74,2022-06-19,1,Individual,Full
6550,Rebecca Wright,SE,Västra Götaland,18-29,2022-05-12,2,Individual,Full
6551,Zoe Sullivan,FI,Varsinais-Suomi,60-74,2025-08-17,1,Individual,Full
6552,Denise Gibbons,SE,Stockholm,60-74,2023-09-24,2,Individual,Email only
6553,Ashleigh Shaw,NO,Oslo,75+,2022-06-23,5,Individual,Full
6554,Rhys Briggs,SE,Uppsala,75+,2024-12-18,1,Individual,Full
6555,Christian Akhtar,FI,Pohjois-Pohjanmaa,18-29,2023-11-12,6,Individual,Full
6556,Mrs Amelia Marshall,FI,Varsinais-Suomi,75+,2022-12-26,2,Individual,Full
6557,Bruce Smith,SE,Uppsala,75+,2024-10-12,3,Individual,Full
6558,Tracy Robinson,NO,Rogaland,60-74,2025-03-20,4,Individual,Full
6559,Stanley Lynch-Hayward,NO,Vestland,45-59,2024-10-02,1,Individual,Full
6560,Sara Power-Bibi,,Västra Götaland,60-74,2022-12-08,5,Individual,Email only
6561,Ashleigh Clark,FI,Pohjois-Pohjanmaa,30-44,2024-12-05,3,Individual,Full
6562,Iain Hurst-Dobson,FI,Uusimaa,30-44,2025-09-11,3,Individual,Post only
6563,Dr Margaret Bentley,FI,Uusimaa,60-74,2022-12-13,5,Individual,Full
6564,Katherine Townsend-Morris,FI,Uusimaa,60-74,2023-10-20,3,Individual,Full
6565,Antony Ahmed,DK,Sjælland,75+,2025-12-24,4,Individual,Full
6566,Catherine Bell,SE,Västra Götaland,30-44,2023-11-08,1,Individual,Full
6567,Mr Allan Hudson,SE,Uppsala,60-74,2025-10-05,1,Individual,Post only
6568,Jack Long,NO,Trøndelag,45-59,2025-10-18,4,Individual,Full
6569,Elliot Owen,NO,Rogaland,60-74,2023-04-26,1,Individual,Email only
6570,Abbie Hayward,SE,Västra Götaland,75+,2023-12-17,2,Individual,Post only
6571,Allan Patel,DK,Sjælland,45-59,2024-10-04,2,Individual,Full
6572,Miss Lynn Vaughan,NO,Vestland,45-59,2024-01-27,2,Individual,Full
6573,Shane Booth,FI,Pirkanmaa,30-44,2025-04-22,1,Individual,Full
6574,Karl King,FI,Pirkanmaa,75+,2024-08-09,1,Individual,Full
6575,Dr Rita West,FI,Uusimaa,45-59,2024-06-08,1,Individual,Full
6576,Danielle Robinson,SE,Skåne,60-74,2025-12-21,4,Individual,Full
6577,Gordon Thompson,FI,Pohjois-Pohjanmaa,30-44,2024-12-01,1,Individual,Email only
6578,Natalie Porter,SE,Skåne,30-44,2024-12-07,6,Individual,Full
6579,Mr Leslie Bradley,FI,Uusimaa,18-29,2024-05-11,5,Individual,Full
6580,Dr Julia Walsh,FI,Varsinais-Suomi,75+,2023-08-19,4,Individual,Full
6581,Keith Woods,FI,Pirkanmaa,45-59,2025-03-02,1,Individual,Full
6582,Lisa Wyatt,FI,Pohjois-Pohjanmaa,45-59,2025-02-23,1,Individual,Email only
6583,Ann Evans,DK,Hovedstaden,45-59,2025-12-10,2,Individual,Full
6584,Barbara Morgan-Butcher,SE,Stockholm,75+,2023-04-21,2,Individual,Full
6585,Cameron Newton-Gilbert,SE,Stockholm,45-59,2024-12-01,1,Individual,Email only
6586,Ms Charlotte Hunter,FI,Pirkanmaa,60-74,2025-12-17,1,Individual,Email only
6587,Ms Gillian Evans,FI,Pohjois-Pohjanmaa,18-29,2024-12-17,1,Individual,Email only
6588,Abbie Mason,SE,Stockholm,45-59,2025-10-23,1,Individual,Post only
6589,Annette Harris-Gregory,DK,Syddanmark,30-44,2022-05-02,7,Individual,Full
6590,Eleanor Owen,SE,Stockholm,18-29,2024-07-15,5,Individual,Full
6591,Tina Bartlett,FI,Uusimaa,30-44,2022-07-11,2,Individual,Full
6592,Anne Barton,FI,Pirkanmaa,60-74,2022-12-30,1,Individual,Full
6593,Eleanor Doyle,FI,Pirkanmaa,30-44,2023-04-21,5,Individual,Full
6594,Lynn Hawkins,SE,Västra Götaland,60-74,2024-02-25,1,Individual,Full
6595,Danny Lawson-Hunter,DK,Midtjylland,30-44,2024-02-14,1,Individual,Full
6596,Henry Jones,FI,Pirkanmaa,45-59,2025-04-23,2,Individual,Full
6597,Hayley Young,DK,Sjælland,45-59,2025-12-08,1,Individual,Post only
6598,Barbara Page,SE,Stockholm,30-44,2022-05-19,2,Individual,Full
6599,Clifford Dawson,FI,Pohjois-Pohjanmaa,45-59,2022-12-29,2,Individual,Email only
6600,Mohammed Johnson-Howell,NO,Trøndelag,60-74,2024-10-04,3,Individual,Email only
6601,Valerie Woods,FI,Uusimaa,45-59,2023-05-30,4,Individual,Email only
6602,Charlotte Jones,DK,Midtjylland,30-44,2022-02-21,1,Individual,Full
6603,Kathleen Hughes,SE,Stockholm,18-29,2025-09-06,2,Individual,Post only
6604,Allan Parker,NO,Trøndelag,18-29,2025-12-02,4,Individual,Post only
6605,Gemma Wong,SE,Uppsala,30-44,2023-02-17,1,Individual,Full
6606,Mr Julian Wright,SE,Skåne,60-74,2024-09-29,3,Individual,Full
6607,Dr Graeme Norman,SE,Stockholm,60-74,2022-07-03,1,Corporate,Full
6608,Ms Olivia Taylor,DK,Syddanmark,30-44,2023-12-13,1,Individual,Full
6609,Nathan Payne-Ellis,NO,Trøndelag,45-59,2022-01-19,1,Individual,Full
6610,Dr Sara Williams,NO,Vestland,30-44,2025-05-30,4,Individual,Full
6611,Marc Clarke,FI,Pohjois-Pohjanmaa,18-29,2022-09-17,2,Individual,Full
6612,Irene Miller,SE,Västra Götaland,60-74,2022-11-25,2,Individual,Full
6613,Miss Maria Dickinson,FI,Pohjois-Pohjanmaa,45-59,2022-12-13,2,Individual,Full
6614,Mohamed Davies,FI,Pohjois-Pohjanmaa,30-44,2023-01-23,2,Individual,Full
6615,Ian Hope,SE,Uppsala,45-59,2025-05-02,1,Individual,Full
6616,Ms Carole Richards,FI,Pohjois-Pohjanmaa,45-59,2024-01-17,3,Individual,Full
6617,Dr Susan Whitehead,FI,Varsinais-Suomi,45-59,2025-05-17,1,Corporate,Full
6618,Carole Booth-Saunders,FI,Pohjois-Pohjanmaa,30-44,2025-04-25,2,Individual,Full
6619,Denis Nash,FI,Pirkanmaa,45-59,2024-08-08,3,Individual,Full
6620,Jason Winter,NO,Oslo,60-74,2023-01-19,1,Individual,Full
6621,Mr Conor Ward,FI,Pohjois-Pohjanmaa,75+,2024-11-02,5,Individual,Full
6622,Miss Caroline Bray,NO,Trøndelag,30-44,2022-05-17,1,Individual,Full
6623,Mrs Jasmine Wall,,Sjælland,60-74,2024-06-09,6,Individual,Full
6624,Denise Sanders-Walker,FI,Pohjois-Pohjanmaa,18-29,2025-03-17,1,Individual,Full
6625,Karen Wright-Davies,NO,Trøndelag,18-29,2023-11-10,1,Individual,Full
6626,Jayne Gardner,NO,Vestland,30-44,2022-08-16,4,Individual,Full
6627,Lee Turner,NO,Rogaland,30-44,2023-12-01,3,Individual,Full
6628,Mohamed Cooke,NO,Oslo,30-44,2022-09-06,1,Individual,Email only
6629,Jodie Smith,SE,Skåne,45-59,2023-12-09,7,Individual,Full
6630,Dr Charles Chambers,NO,Trøndelag,30-44,2023-10-10,4,Individual,Email only
6631,Mr Duncan Blake,NO,Oslo,45-59,2024-02-09,1,Corporate,Full
6632,Amy Jones,NO,Trøndelag,45-59,2025-12-28,7,Individual,Email only
6633,Jay Bartlett-Thompson,FI,Pohjois-Pohjanmaa,60-74,2025-06-28,1,Individual,Full
6634,Henry Bennett,SE,Uppsala,30-44,2023-12-14,4,Individual,Full
6635,Susan North,FI,Uusimaa,60-74,2024-09-21,2,Individual,Full
6636,Aimee Brady-Davis,NO,Oslo,30-44,2022-08-27,2,Trust,Full
6637,Dale Kemp,NO,Rogaland,30-44,2025-07-08,1,Individual,Full
6638,Sarah Barnes,FI,Uusimaa,30-44,2023-03-23,2,Individual,Full
6639,Bradley Hunt,SE,Västra Götaland,18-29,2024-03-19,4,Individual,Post only
6640,Dr Kieran Day,FI,Pirkanmaa,45-59,2024-02-05,1,Individual,Email only
6641,Mr Raymond Ward,SE,Uppsala,18-29,2023-04-14,2,Corporate,Email only
6642,Mr George Sharp,NO,Vestland,18-29,2023-02-07,4,Individual,Email only
6643,Geraldine Middleton-Mason,SE,Stockholm,60-74,2023-02-20,2,Individual,Post only
6644,Kimberley Parker,FI,Varsinais-Suomi,45-59,2024-10-09,2,Individual,Post only
6645,Sam Miah,SE,Skåne,45-59,2024-12-14,5,Individual,Full
6646,Mrs Lesley Stone,DK,Syddanmark,60-74,2024-06-07,1,Individual,Full
6647,Ellie Walsh-Gardner,SE,Uppsala,30-44,2023-06-26,1,Individual,Post only
6648,Dominic Price,FI,Uusimaa,60-74,2022-02-24,1,Individual,Full
6649,Jean Bell,SE,Stockholm,18-29,2022-04-17,4,Individual,Email only
6650,Adrian Pearce-Saunders,,Stockholm,45-59,2024-12-06,1,Individual,Email only
6651,Mr Hugh O'Brien,FI,Pohjois-Pohjanmaa,45-59,2022-03-31,5,Individual,Full
6652,Christopher Hart,SE,Västra Götaland,30-44,2024-12-04,2,Individual,Email only
6653,Grace Smith,SE,Uppsala,30-44,2022-06-01,1,Individual,Email only
6654,Joanne Hooper,NO,Rogaland,18-29,2023-01-11,1,Individual,Post only
6655,Ruth Carr-Brown,FI,Pohjois-Pohjanmaa,30-44,2022-10-05,3,Corporate,Full
6656,Mr Andrew Bennett,DK,Midtjylland,18-29,2023-12-14,2,Individual,Full
6657,Glenn Morris-Robertson,NO,Vestland,18-29,2024-10-22,6,Individual,Full
6658,Elliott Holland,FI,Pohjois-Pohjanmaa,30-44,2023-06-26,3,Individual,Full
6659,Michelle Smith,SE,Västra Götaland,45-59,2022-02-22,6,Individual,Full
6660,Aaron Singh,FI,Varsinais-Suomi,60-74,2025-11-10,5,Individual,Full
6661,Michael Williams,SE,Uppsala,45-59,2025-04-18,4,Corporate,Email only
6662,Natasha Wall,NO,Trøndelag,30-44,2025-08-08,1,Individual,Full
6663,Mr Maurice Manning,SE,Stockholm,18-29,2024-05-20,1,Individual,Post only
6664,Mr Arthur Thomas,FI,Varsinais-Suomi,18-29,2022-04-20,4,Individual,Email only
6665,Barbara Mann,SE,Västra Götaland,30-44,2024-05-07,4,Individual,Full
6666,Ms Hannah Lewis,FI,Varsinais-Suomi,75+,2022-11-03,1,Individual,Email only
6667,Lynn Begum,DK,Midtjylland,75+,2025-12-25,3,Individual,Full
6668,June McCarthy,FI,Varsinais-Suomi,60-74,2024-08-04,1,Individual,Full
6669,Mr Damian Ali,NO,Trøndelag,45-59,2022-12-29,3,Individual,Full
6670,Samantha Ashton,DK,Midtjylland,45-59,2024-12-30,1,Individual,Post only
6671,Hollie Manning,,Rogaland,45-59,2022-12-26,4,Individual,Email only
6672,Susan Taylor,FI,Uusimaa,60-74,2023-09-23,6,Individual,Full
6673,Stacey Perry,SE,Västra Götaland,60-74,2023-10-05,1,Individual,Email only
6674,Natasha Wilson,FI,Varsinais-Suomi,30-44,2023-12-02,2,Individual,Email only
6675,Mr Toby Green,NO,Oslo,75+,2023-12-29,1,Individual,Email only
6676,Dr Philip Robinson,FI,Varsinais-Suomi,60-74,2024-12-07,1,Individual,Full
6677,Rita Martin,FI,Pohjois-Pohjanmaa,30-44,2024-09-05,7,Individual,Email only
6678,Jake Wilson,SE,Skåne,30-44,2024-02-22,2,Individual,Full
6679,Josh Brown,NO,Vestland,30-44,2023-12-14,4,Individual,Full
6680,William Martin,FI,Pirkanmaa,45-59,2022-09-22,3,Individual,Email only
6681,Dennis Coleman,SE,Skåne,18-29,2025-03-12,2,Individual,Full
6682,Christine Cole,FI,Uusimaa,45-59,2023-01-14,1,Individual,Full
6683,Miss Amanda Wood,FI,Pohjois-Pohjanmaa,45-59,2025-02-04,1,Individual,Email only
6684,Dawn Jones,SE,Skåne,45-59,2025-02-03,2,Individual,Full
6685,Miss Beth Bailey,SE,Skåne,60-74,2022-12-12,4,Corporate,Email only
6686,Phillip Ferguson,SE,Västra Götaland,45-59,2022-12-19,1,Individual,Full
6687,Miss Deborah Gallagher,SE,Skåne,18-29,2023-03-02,4,Individual,Full
6688,Alex Burgess-Griffiths,FI,Uusimaa,30-44,2024-07-01,3,Individual,Post only
6689,Stanley Marsh,FI,Varsinais-Suomi,18-29,2023-12-22,1,Individual,Email only
6690,Miss Beverley Carr,DK,Syddanmark,75+,2024-12-05,2,Individual,Email only
6691,Dr Ann Ferguson,SE,Västra Götaland,30-44,2025-02-18,1,Individual,Full
6692,Bernard Wood,SE,Västra Götaland,18-29,2023-12-06,1,Individual,Email only
6693,Joanna Powell,FI,Uusimaa,60-74,2022-09-03,4,Individual,Email only
6694,Dr Anna Pritchard,FI,Pirkanmaa,45-59,2022-12-29,3,Individual,Full
6695,Tony Phillips,FI,Pirkanmaa,45-59,2024-12-14,5,Individual,Email only
6696,William Hooper,SE,Skåne,30-44,2025-07-28,1,Individual,Post only
6697,Kenneth Booth,NO,Vestland,30-44,2023-01-19,1,Individual,Full
6698,Ms Teresa Smith,SE,Stockholm,75+,2023-12-31,5,Individual,Full
6699,Dr Dorothy Yates,DK,Hovedstaden,30-44,2023-12-05,1,Individual,Full
6700,Jeffrey Watkins,SE,Uppsala,60-74,2022-12-10,3,Individual,Full
6701,Julie Nicholson,SE,Västra Götaland,45-59,2023-05-16,1,Individual,Full
6702,Terry Gibson,SE,Uppsala,75+,2025-12-17,1,Individual,Full
6703,Dr Dean Edwards,NO,Trøndelag,75+,2023-04-13,2,Individual,Email only
6704,Ian Wallace,FI,Pohjois-Pohjanmaa,45-59,2024-03-05,1,Individual,Email only
6705,Melissa Morris,FI,Pohjois-Pohjanmaa,30-44,2025-12-26,2,Corporate,Email only
6706,Lorraine Bradley,,Syddanmark,60-74,2023-08-22,1,Individual,Full
6707,Joseph Evans,,Pohjois-Pohjanmaa,18-29,2023-01-19,1,Individual,Full
6708,Pamela Glover,DK,Sjælland,60-74,2023-04-03,5,Individual,Email only
6709,Sheila Martin-Smith,FI,Pohjois-Pohjanmaa,30-44,2024-11-12,2,Individual,Email only
6710,Marcus Stevens,,Pirkanmaa,45-59,2024-03-15,4,Individual,Full
6711,Bethany Pugh,DK,Sjælland,60-74,2023-03-17,1,Individual,Full
6712,Shane Moore,FI,Varsinais-Suomi,75+,2022-08-11,5,Individual,Full
6713,Beth Wyatt,DK,Hovedstaden,30-44,2022-09-28,1,Individual,Full
6714,Mr Vincent Ellis,NO,Vestland,75+,2024-12-19,1,Individual,Full
6715,Hannah Chadwick,FI,Uusimaa,60-74,2024-03-27,5,Individual,Full
6716,Owen Williams-Fletcher,FI,Uusimaa,60-74,2024-12-08,3,Individual,Full
6717,Judith Bradshaw,SE,Skåne,18-29,2024-07-30,5,Individual,Email only
6718,Carole Sutton,SE,Stockholm,60-74,2023-02-10,2,Individual,Full
6719,Mr Thomas Gordon,SE,Västra Götaland,45-59,2023-06-29,3,Individual,Full
6720,Lydia Nelson,NO,Rogaland,60-74,2025-12-18,2,Individual,Post only
6721,Miss Amanda Gibbs,DK,Hovedstaden,45-59,2023-11-28,1,Individual,Full
6722,Jacqueline Hussain,NO,Rogaland,30-44,2025-09-24,5,Individual,Email only
6723,Sian Kelly,SE,Västra Götaland,18-29,2023-09-26,2,Individual,Full
6724,Molly Simpson,NO,Rogaland,45-59,2023-12-01,6,Individual,Full
6725,Mr Gerald Jones,SE,Uppsala,30-44,2022-07-11,4,Individual,Full
6726,Joanne Simpson-Robinson,DK,Midtjylland,60-74,2022-05-24,4,Individual,Full
6727,Elliott Hunter-Bruce,NO,Oslo,45-59,2024-12-07,1,Individual,Full
6728,Callum Knight,SE,Uppsala,30-44,2023-02-04,1,Individual,Email only
6729,Nicholas Williams,SE,Stockholm,60-74,2024-12-16,1,Individual,Post only
6730,Matthew Holmes-Coleman,SE,Västra Götaland,18-29,2025-09-30,1,Individual,Full
6731,Brett Wright,FI,Varsinais-Suomi,45-59,2022-12-23,2,Corporate,Full
6732,Dr Megan Bennett,FI,Uusimaa,60-74,2025-07-06,2,Individual,Email only
6733,Mr Callum Burton,FI,Pohjois-Pohjanmaa,45-59,2025-03-24,6,Individual,Full
6734,Lawrence Bennett,FI,Pohjois-Pohjanmaa,45-59,2025-12-30,1,Individual,Full
6735,Mr Christopher Townsend,FI,Varsinais-Suomi,60-74,2022-08-12,1,Individual,Full
6736,Miss June Wells,FI,Uusimaa,45-59,2022-11-27,1,Individual,Full
6737,Christine Oliver,DK,Hovedstaden,30-44,2023-12-20,5,Individual,Email only
6738,Henry Matthews,SE,Skåne,30-44,2023-02-17,2,Individual,Full
6739,Marc Scott,FI,Pirkanmaa,75+,2025-09-06,2,Individual,Full
6740,Martin Gilbert-Roberts,NO,Rogaland,60-74,2025-05-22,4,Individual,Full
6741,Dr Patrick Gray,NO,Oslo,60-74,2025-05-16,1,Individual,Full
6742,Catherine Morris,FI,Varsinais-Suomi,45-59,2022-02-23,3,Individual,Full
6743,Dorothy Nelson-Harris,FI,Uusimaa,18-29,2025-11-10,1,Individual,Email only
6744,Francesca Taylor-Mahmood,NO,Oslo,45-59,2023-12-03,4,Individual,Full
6745,Max Mills,DK,Hovedstaden,60-74,2022-02-19,2,Individual,Full
6746,Miss Samantha Dixon,FI,Pirkanmaa,30-44,2025-12-07,2,Individual,Full
6747,Miss Chelsea Thomas,SE,Uppsala,30-44,2023-09-27,1,Corporate,Full
6748,Kim Godfrey,SE,Västra Götaland,60-74,2022-11-08,1,Individual,Full
6749,Marian Shaw,,Stockholm,60-74,2022-06-12,2,Individual,Post only
6750,Jayne Phillips,FI,Pirkanmaa,75+,2022-06-03,2,Individual,Full
6751,Ms Victoria Hicks,NO,Rogaland,60-74,2025-12-19,4,Individual,Full
6752,Suzanne Davies,NO,Vestland,45-59,2024-12-14,1,Individual,Full
6753,Miss Lynne Griffiths,FI,Uusimaa,60-74,2025-03-03,6,Individual,Full
6754,Jacqueline Winter,SE,Uppsala,30-44,2022-12-30,2,Individual,Post only
6755,Connor Lambert,SE,Stockholm,60-74,2024-09-10,1,Individual,Full
6756,Mr Max James,DK,Midtjylland,45-59,2022-12-17,1,Individual,Full
6757,Christine Carroll,SE,Stockholm,45-59,2024-09-22,1,Individual,Email only
6758,Dr Joshua Edwards,NO,Oslo,45-59,2023-12-21,2,Individual,Email only
6759,Mrs Vanessa Lloyd,FI,Varsinais-Suomi,18-29,2022-03-10,1,Individual,Email only
6760,Victoria Porter,FI,Varsinais-Suomi,60-74,2025-04-19,1,Individual,Full
6761,Jade Knowles,FI,Uusimaa,60-74,2024-12-27,2,Individual,Email only
6762,Mr Adrian Kennedy,FI,Varsinais-Suomi,45-59,2024-10-12,1,Individual,Full
6763,Samantha Singh,FI,Uusimaa,30-44,2023-09-23,4,Individual,Full
6764,Connor Anderson,DK,Sjælland,18-29,2023-12-22,1,Individual,Full
6765,Jonathan Curtis-Robinson,FI,Varsinais-Suomi,30-44,2025-01-01,1,Individual,Full
6766,Trevor Byrne,FI,Uusimaa,45-59,2025-08-20,1,Individual,Full
6767,Dr Charlene White,FI,Pirkanmaa,45-59,2022-04-08,1,Individual,Full
6768,Louise Webster-Booth,FI,Pirkanmaa,18-29,2023-03-13,5,Individual,Full
6769,Denis Hunt,FI,Uusimaa,30-44,2025-10-01,2,Individual,Email only
6770,Elliot Brady-Chapman,FI,Pohjois-Pohjanmaa,60-74,2023-11-18,6,Individual,Post only
6771,Brett Woodward,SE,Västra Götaland,60-74,2022-12-01,1,Individual,Full
6772,Marc Perry,FI,Pirkanmaa,30-44,2024-11-04,2,Individual,Full
6773,Dr Mohamed Fraser,SE,Uppsala,45-59,2025-04-01,4,Individual,Full
6774,Mr Iain Curtis,NO,Rogaland,60-74,2025-07-26,2,Individual,Full
